mes_any,mes,any,be,codi_be,sub_be,codi_sub,export,import
09/2008,9,2008,Béns de consum,BCO,Altres béns de consum,ACO,1230.9,1495.8
08/2008,8,2008,Béns de consum,BCO,Altres béns de consum,ACO,764.7,1092.5
07/2008,7,2008,Béns de consum,BCO,Altres béns de consum,ACO,1448.5,1579.1
06/2008,6,2008,Béns de consum,BCO,Altres béns de consum,ACO,1097,1525.2
05/2008,5,2008,Béns de consum,BCO,Altres béns de consum,ACO,1241.2,1477.8
04/2008,4,2008,Béns de consum,BCO,Altres béns de consum,ACO,1285.9,1635.7
03/2008,3,2008,Béns de consum,BCO,Altres béns de consum,ACO,1217.7,1574
02/2008,2,2008,Béns de consum,BCO,Altres béns de consum,ACO,1377.3,1707.1
01/2008,1,2008,Béns de consum,BCO,Altres béns de consum,ACO,1170.7,1470.9
12/2007,12,2007,Béns de consum,BCO,Altres béns de consum,ACO,984.5,1389.4
11/2007,11,2007,Béns de consum,BCO,Altres béns de consum,ACO,1307.7,1632.5
10/2007,10,2007,Béns de consum,BCO,Altres béns de consum,ACO,1460.7,1749.3
09/2007,9,2007,Béns de consum,BCO,Altres béns de consum,ACO,1176.1,1636.8
08/2007,8,2007,Béns de consum,BCO,Altres béns de consum,ACO,760.4,1403.3
07/2007,7,2007,Béns de consum,BCO,Altres béns de consum,ACO,1229.8,1831.7
06/2007,6,2007,Béns de consum,BCO,Altres béns de consum,ACO,1118.8,1857.8
05/2007,5,2007,Béns de consum,BCO,Altres béns de consum,ACO,1169,1626.1
04/2007,4,2007,Béns de consum,BCO,Altres béns de consum,ACO,1015.3,1498.4
03/2007,3,2007,Béns de consum,BCO,Altres béns de consum,ACO,1207.8,1794.4
02/2007,2,2007,Béns de consum,BCO,Altres béns de consum,ACO,1247,1630
01/2007,1,2007,Béns de consum,BCO,Altres béns de consum,ACO,1016.6,1494.6
12/2006,12,2006,Béns de consum,BCO,Altres béns de consum,ACO,1007.4,1422.9
11/2006,11,2006,Béns de consum,BCO,Altres béns de consum,ACO,1422,1675.9
10/2006,10,2006,Béns de consum,BCO,Altres béns de consum,ACO,1358.4,1807.1
09/2006,9,2006,Béns de consum,BCO,Altres béns de consum,ACO,1226.6,1579.7
08/2006,8,2006,Béns de consum,BCO,Altres béns de consum,ACO,739.1,1238.4
07/2006,7,2006,Béns de consum,BCO,Altres béns de consum,ACO,1238.6,1560.3
06/2006,6,2006,Béns de consum,BCO,Altres béns de consum,ACO,1247.7,1847
05/2006,5,2006,Béns de consum,BCO,Altres béns de consum,ACO,1543.1,1741.9
04/2006,4,2006,Béns de consum,BCO,Altres béns de consum,ACO,1149.1,1344.1
03/2006,3,2006,Béns de consum,BCO,Altres béns de consum,ACO,1336.3,1789.7
02/2006,2,2006,Béns de consum,BCO,Altres béns de consum,ACO,1278,1472.7
01/2006,1,2006,Béns de consum,BCO,Altres béns de consum,ACO,1080.5,1386.5
12/2005,12,2005,Béns de consum,BCO,Altres béns de consum,ACO,979.2,1506
11/2005,11,2005,Béns de consum,BCO,Altres béns de consum,ACO,1326.5,1637.7
10/2005,10,2005,Béns de consum,BCO,Altres béns de consum,ACO,1252,1446.1
09/2005,9,2005,Béns de consum,BCO,Altres béns de consum,ACO,1262,1606
08/2005,8,2005,Béns de consum,BCO,Altres béns de consum,ACO,699,1252.4
07/2005,7,2005,Béns de consum,BCO,Altres béns de consum,ACO,1193,1477.9
06/2005,6,2005,Béns de consum,BCO,Altres béns de consum,ACO,1123.3,1604.9
05/2005,5,2005,Béns de consum,BCO,Altres béns de consum,ACO,1174.4,1383.4
04/2005,4,2005,Béns de consum,BCO,Altres béns de consum,ACO,1148.2,1389.7
03/2005,3,2005,Béns de consum,BCO,Altres béns de consum,ACO,1152.3,1456.3
02/2005,2,2005,Béns de consum,BCO,Altres béns de consum,ACO,1067.2,1330.1
01/2005,1,2005,Béns de consum,BCO,Altres béns de consum,ACO,893,1226.2
12/2004,12,2004,Béns de consum,BCO,Altres béns de consum,ACO,876,1314.6
11/2004,11,2004,Béns de consum,BCO,Altres béns de consum,ACO,1113.8,1391.2
10/2004,10,2004,Béns de consum,BCO,Altres béns de consum,ACO,1089.6,1348.6
09/2004,9,2004,Béns de consum,BCO,Altres béns de consum,ACO,1036.3,1347.9
08/2004,8,2004,Béns de consum,BCO,Altres béns de consum,ACO,570,1086
07/2004,7,2004,Béns de consum,BCO,Altres béns de consum,ACO,1129,1313.6
06/2004,6,2004,Béns de consum,BCO,Altres béns de consum,ACO,1029.3,1335.3
05/2004,5,2004,Béns de consum,BCO,Altres béns de consum,ACO,1043,1196.8
04/2004,4,2004,Béns de consum,BCO,Altres béns de consum,ACO,913.7,1202.7
03/2004,3,2004,Béns de consum,BCO,Altres béns de consum,ACO,1073.9,1396
02/2004,2,2004,Béns de consum,BCO,Altres béns de consum,ACO,939.5,1171.9
01/2004,1,2004,Béns de consum,BCO,Altres béns de consum,ACO,798.9,1050.7
12/2003,12,2003,Béns de consum,BCO,Altres béns de consum,ACO,885.8,1048
11/2003,11,2003,Béns de consum,BCO,Altres béns de consum,ACO,1001.3,1163.1
10/2003,10,2003,Béns de consum,BCO,Altres béns de consum,ACO,1111.7,1269.4
09/2003,9,2003,Béns de consum,BCO,Altres béns de consum,ACO,944.9,1156
08/2003,8,2003,Béns de consum,BCO,Altres béns de consum,ACO,478.5,836.4
07/2003,7,2003,Béns de consum,BCO,Altres béns de consum,ACO,1033.3,1183.8
06/2003,6,2003,Béns de consum,BCO,Altres béns de consum,ACO,881.2,1041.5
05/2003,5,2003,Béns de consum,BCO,Altres béns de consum,ACO,988.4,1046.8
04/2003,4,2003,Béns de consum,BCO,Altres béns de consum,ACO,969,1062
03/2003,3,2003,Béns de consum,BCO,Altres béns de consum,ACO,1036.9,1069.3
02/2003,2,2003,Béns de consum,BCO,Altres béns de consum,ACO,966.2,1014.9
01/2003,1,2003,Béns de consum,BCO,Altres béns de consum,ACO,902.8,940.5
12/2002,12,2002,Béns de consum,BCO,Altres béns de consum,ACO,904.7,873.1
11/2002,11,2002,Béns de consum,BCO,Altres béns de consum,ACO,1083.5,1098.7
10/2002,10,2002,Béns de consum,BCO,Altres béns de consum,ACO,1210.9,1299.7
09/2002,9,2002,Béns de consum,BCO,Altres béns de consum,ACO,916.3,1036.5
08/2002,8,2002,Béns de consum,BCO,Altres béns de consum,ACO,536.2,847.8
07/2002,7,2002,Béns de consum,BCO,Altres béns de consum,ACO,1088.9,995.4
06/2002,6,2002,Béns de consum,BCO,Altres béns de consum,ACO,913.2,986.2
05/2002,5,2002,Béns de consum,BCO,Altres béns de consum,ACO,1037.6,951.3
04/2002,4,2002,Béns de consum,BCO,Altres béns de consum,ACO,1025.9,994.6
03/2002,3,2002,Béns de consum,BCO,Altres béns de consum,ACO,926.6,945.1
02/2002,2,2002,Béns de consum,BCO,Altres béns de consum,ACO,1091.5,1014.5
01/2002,1,2002,Béns de consum,BCO,Altres béns de consum,ACO,995.3,886
12/2001,12,2001,Béns de consum,BCO,Altres béns de consum,ACO,825.8,764
11/2001,11,2001,Béns de consum,BCO,Altres béns de consum,ACO,1101.8,923
10/2001,10,2001,Béns de consum,BCO,Altres béns de consum,ACO,1125.3,984.8
09/2001,9,2001,Béns de consum,BCO,Altres béns de consum,ACO,839.8,886.3
08/2001,8,2001,Béns de consum,BCO,Altres béns de consum,ACO,549.6,777.6
07/2001,7,2001,Béns de consum,BCO,Altres béns de consum,ACO,962.2,986.4
06/2001,6,2001,Béns de consum,BCO,Altres béns de consum,ACO,969,918
05/2001,5,2001,Béns de consum,BCO,Altres béns de consum,ACO,982.1,918.7
04/2001,4,2001,Béns de consum,BCO,Altres béns de consum,ACO,829.4,871.7
03/2001,3,2001,Béns de consum,BCO,Altres béns de consum,ACO,1010.7,970.9
02/2001,2,2001,Béns de consum,BCO,Altres béns de consum,ACO,972.9,871
01/2001,1,2001,Béns de consum,BCO,Altres béns de consum,ACO,897.2,883.8
12/2000,12,2000,Béns de consum,BCO,Altres béns de consum,ACO,785.5,865.8
11/2000,11,2000,Béns de consum,BCO,Altres béns de consum,ACO,1070.3,977
10/2000,10,2000,Béns de consum,BCO,Altres béns de consum,ACO,1032.4,995.8
09/2000,9,2000,Béns de consum,BCO,Altres béns de consum,ACO,894.1,892.5
08/2000,8,2000,Béns de consum,BCO,Altres béns de consum,ACO,545.1,795
07/2000,7,2000,Béns de consum,BCO,Altres béns de consum,ACO,928.2,897.5
06/2000,6,2000,Béns de consum,BCO,Altres béns de consum,ACO,932.9,871.4
05/2000,5,2000,Béns de consum,BCO,Altres béns de consum,ACO,677.5,925.3
04/2000,4,2000,Béns de consum,BCO,Altres béns de consum,ACO,608.6,825.7
03/2000,3,2000,Béns de consum,BCO,Altres béns de consum,ACO,748.8,919.7
02/2000,2,2000,Béns de consum,BCO,Altres béns de consum,ACO,655.7,831.6
01/2000,1,2000,Béns de consum,BCO,Altres béns de consum,ACO,531.5,725.1
12/1999,12,1999,Béns de consum,BCO,Altres béns de consum,ACO,651.8,772
11/1999,11,1999,Béns de consum,BCO,Altres béns de consum,ACO,718.7,802.1
10/1999,10,1999,Béns de consum,BCO,Altres béns de consum,ACO,651.6,788.7
09/1999,9,1999,Béns de consum,BCO,Altres béns de consum,ACO,646.3,827.9
08/1999,8,1999,Béns de consum,BCO,Altres béns de consum,ACO,378.6,658.8
07/1999,7,1999,Béns de consum,BCO,Altres béns de consum,ACO,661.5,824.3
06/1999,6,1999,Béns de consum,BCO,Altres béns de consum,ACO,681.7,795.9
05/1999,5,1999,Béns de consum,BCO,Altres béns de consum,ACO,620.9,735.1
04/1999,4,1999,Béns de consum,BCO,Altres béns de consum,ACO,614.4,747.1
03/1999,3,1999,Béns de consum,BCO,Altres béns de consum,ACO,716.6,823.3
02/1999,2,1999,Béns de consum,BCO,Altres béns de consum,ACO,608.6,733.4
01/1999,1,1999,Béns de consum,BCO,Altres béns de consum,ACO,507.8,617.8
12/1998,12,1998,Béns de consum,BCO,Altres béns de consum,ACO,578.7,624.7
11/1998,11,1998,Béns de consum,BCO,Altres béns de consum,ACO,656.7,650.7
10/1998,10,1998,Béns de consum,BCO,Altres béns de consum,ACO,753.1,716.7
09/1998,9,1998,Béns de consum,BCO,Altres béns de consum,ACO,641.3,658.4
08/1998,8,1998,Béns de consum,BCO,Altres béns de consum,ACO,348.9,525.7
07/1998,7,1998,Béns de consum,BCO,Altres béns de consum,ACO,690.3,704.8
06/1998,6,1998,Béns de consum,BCO,Altres béns de consum,ACO,652.2,620.2
05/1998,5,1998,Béns de consum,BCO,Altres béns de consum,ACO,678.6,563.5
04/1998,4,1998,Béns de consum,BCO,Altres béns de consum,ACO,655.4,595.3
03/1998,3,1998,Béns de consum,BCO,Altres béns de consum,ACO,715,637.4
02/1998,2,1998,Béns de consum,BCO,Altres béns de consum,ACO,623.1,547.6
01/1998,1,1998,Béns de consum,BCO,Altres béns de consum,ACO,570.1,506.3
02/2024,2,2024,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,303.4,452.1
01/2024,1,2024,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,275.3,404.6
12/2023,12,2023,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,352.2,424.1
11/2023,11,2023,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,357.3,486.4
10/2023,10,2023,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,341.8,500.6
09/2023,9,2023,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,282.1,431.2
08/2023,8,2023,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,307,369
07/2023,7,2023,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,382.9,453.5
06/2023,6,2023,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,381.7,512
05/2023,5,2023,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,363.5,489.1
04/2023,4,2023,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,392.6,425.9
03/2023,3,2023,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,456.8,541.6
02/2023,2,2023,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,344.5,466.9
01/2023,1,2023,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,322.9,473.9
12/2022,12,2022,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,383.1,528.3
11/2022,11,2022,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,379.5,573.7
10/2022,10,2022,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,322.7,491.3
09/2022,9,2022,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,341.3,569.2
08/2022,8,2022,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,293.8,475.8
07/2022,7,2022,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,338.6,507.5
06/2022,6,2022,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,363,483.1
05/2022,5,2022,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,355.4,500.2
04/2022,4,2022,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,340.3,446
03/2022,3,2022,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,332.4,513.2
02/2022,2,2022,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,299.2,469.9
01/2022,1,2022,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,246.8,411.5
12/2021,12,2021,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,317.8,454.4
11/2021,11,2021,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,304.8,439.5
10/2021,10,2021,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,298,392.1
09/2021,9,2021,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,256.5,398.2
08/2021,8,2021,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,239.1,341.1
07/2021,7,2021,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,305,399
06/2021,6,2021,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,320.4,403.9
05/2021,5,2021,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,308,396.3
04/2021,4,2021,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,271.8,395.2
03/2021,3,2021,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,316.6,425.9
02/2021,2,2021,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,269.5,367.5
01/2021,1,2021,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,200.9,315.3
12/2020,12,2020,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,275.3,354.7
11/2020,11,2020,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,287.6,362.5
10/2020,10,2020,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,249.6,371
09/2020,9,2020,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,242.3,357.9
08/2020,8,2020,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,200.1,270.9
07/2020,7,2020,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,260.5,363.9
06/2020,6,2020,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,244.1,324.7
05/2020,5,2020,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,208.2,276.6
04/2020,4,2020,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,145.3,227.6
03/2020,3,2020,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,243,324
02/2020,2,2020,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,259.1,324.6
01/2020,1,2020,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,208.1,354.4
12/2019,12,2019,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,268.6,363.4
11/2019,11,2019,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,249,366
10/2019,10,2019,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,280.7,401.6
09/2019,9,2019,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,248.6,360.3
08/2019,8,2019,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,200,282.3
07/2019,7,2019,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,287.4,414.3
06/2019,6,2019,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,246,378.2
05/2019,5,2019,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,287.3,398.7
04/2019,4,2019,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,243.7,376.5
03/2019,3,2019,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,265.2,398.7
02/2019,2,2019,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,261.1,369.8
01/2019,1,2019,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,231.5,373.7
12/2018,12,2018,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,258.7,362.8
11/2018,11,2018,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,275.3,403.3
10/2018,10,2018,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,274.1,403.8
09/2018,9,2018,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,228.6,341.7
08/2018,8,2018,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,232.4,280.8
07/2018,7,2018,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,306.5,398.8
06/2018,6,2018,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,273.1,394.2
05/2018,5,2018,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,273.5,378.2
04/2018,4,2018,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,247.9,356.3
03/2018,3,2018,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,277.2,353.2
02/2018,2,2018,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,238.1,313.5
01/2018,1,2018,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,223.3,336
12/2017,12,2017,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,268.8,341.8
11/2017,11,2017,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,259,346.3
10/2017,10,2017,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,252.6,341.8
09/2017,9,2017,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,236.2,343.7
08/2017,8,2017,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,221,283.9
07/2017,7,2017,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,291.6,359.1
06/2017,6,2017,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,250.7,342
05/2017,5,2017,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,302.2,359.7
04/2017,4,2017,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,209.5,300.4
03/2017,3,2017,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,295.4,376.1
02/2017,2,2017,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,223.8,338.2
01/2017,1,2017,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,214.5,336.8
12/2016,12,2016,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,291.6,333.3
11/2016,11,2016,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,257.2,332.1
10/2016,10,2016,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,217.1,322.4
09/2016,9,2016,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,237,341.9
08/2016,8,2016,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,224.2,236.4
07/2016,7,2016,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,257.9,306.5
06/2016,6,2016,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,269.4,358.7
05/2016,5,2016,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,261,328.7
04/2016,4,2016,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,294.4,292
03/2016,3,2016,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,273.6,317.7
02/2016,2,2016,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,210.7,290.6
01/2016,1,2016,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,186.4,256.4
12/2015,12,2015,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,289.7,333
11/2015,11,2015,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,247.6,300.8
10/2015,10,2015,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,270.4,303.7
09/2015,9,2015,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,211.7,318.2
08/2015,8,2015,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,163.2,220.9
07/2015,7,2015,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,281.9,326.2
06/2015,6,2015,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,255.1,322.5
05/2015,5,2015,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,245.6,275.5
04/2015,4,2015,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,236.9,305.1
03/2015,3,2015,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,251.5,329.2
02/2015,2,2015,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,236.6,312.2
01/2015,1,2015,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,178.9,268.3
12/2014,12,2014,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,266.5,304.3
11/2014,11,2014,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,237.9,285.7
10/2014,10,2014,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,243.3,282.4
09/2014,9,2014,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,204.4,294.5
08/2014,8,2014,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,177.2,205.8
07/2014,7,2014,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,272.9,273.6
06/2014,6,2014,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,222.3,251.6
05/2014,5,2014,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,236.8,253.7
04/2014,4,2014,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,208.4,232.7
03/2014,3,2014,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,222.9,245.8
02/2014,2,2014,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,208.4,240.9
01/2014,1,2014,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,192.7,270.9
12/2013,12,2013,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,235.2,273.2
11/2013,11,2013,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,228,283.3
10/2013,10,2013,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,256.5,288.2
09/2013,9,2013,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,201.7,261.4
08/2013,8,2013,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,317.8,170
07/2013,7,2013,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,289.8,252.9
06/2013,6,2013,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,201.6,251.3
05/2013,5,2013,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,236.6,230.6
04/2013,4,2013,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,215.6,217.1
03/2013,3,2013,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,225.8,221.4
02/2013,2,2013,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,208.5,218
01/2013,1,2013,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,183.9,209.6
12/2012,12,2012,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,281.6,262.9
11/2012,11,2012,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,233.3,239.9
10/2012,10,2012,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,244,299.2
09/2012,9,2012,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,165.2,228.5
08/2012,8,2012,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,180.7,185.2
07/2012,7,2012,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,284.6,248
06/2012,6,2012,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,232.6,270.3
05/2012,5,2012,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,217.3,265.5
04/2012,4,2012,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,200,244.3
03/2012,3,2012,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,220.8,337.2
02/2012,2,2012,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,217.9,241.8
01/2012,1,2012,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,193.1,215.2
12/2011,12,2011,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,226.5,251.1
11/2011,11,2011,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,206.9,285.4
10/2011,10,2011,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,204.1,275.5
09/2011,9,2011,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,215.6,273.1
08/2011,8,2011,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,164.6,198
07/2011,7,2011,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,230.9,252.1
06/2011,6,2011,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,206.7,262.8
05/2011,5,2011,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,208.8,289
04/2011,4,2011,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,180.4,247.3
03/2011,3,2011,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,240.9,310.7
02/2011,2,2011,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,175.3,250.2
01/2011,1,2011,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,166.2,286.9
12/2010,12,2010,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,210.1,311
11/2010,11,2010,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,218.8,467.7
10/2010,10,2010,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,203.8,312.9
09/2010,9,2010,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,160.7,281.3
08/2010,8,2010,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,143.6,215.1
07/2010,7,2010,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,201.2,301.4
06/2010,6,2010,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,224.6,295.2
05/2010,5,2010,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,183,280.8
04/2010,4,2010,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,194.2,278.1
03/2010,3,2010,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,207.2,312
02/2010,2,2010,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,152.6,236.1
01/2010,1,2010,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,125.8,235.9
12/2009,12,2009,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,205.9,364.3
11/2009,11,2009,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,151.5,337.5
10/2009,10,2009,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,174.3,323.2
09/2009,9,2009,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,135.4,274.5
