mes_any,mes,any,be,codi_be,sub_be,codi_sub,export,import
03/2017,3,2017,Béns intermedis,BI,Prod.energètics i industrials,PEI,3534.9,4583
02/2017,2,2017,Béns intermedis,BI,Prod.energètics i industrials,PEI,3119,3963.9
01/2017,1,2017,Béns intermedis,BI,Prod.energètics i industrials,PEI,3039.8,4027.7
12/2016,12,2016,Béns intermedis,BI,Prod.energètics i industrials,PEI,2653.1,3329.9
11/2016,11,2016,Béns intermedis,BI,Prod.energètics i industrials,PEI,2948.7,3887.5
10/2016,10,2016,Béns intermedis,BI,Prod.energètics i industrials,PEI,2943,3682.6
09/2016,9,2016,Béns intermedis,BI,Prod.energètics i industrials,PEI,3027.9,3674.3
08/2016,8,2016,Béns intermedis,BI,Prod.energètics i industrials,PEI,2444.2,2782.9
07/2016,7,2016,Béns intermedis,BI,Prod.energètics i industrials,PEI,3104.4,3634.6
06/2016,6,2016,Béns intermedis,BI,Prod.energètics i industrials,PEI,3137.2,3826.7
05/2016,5,2016,Béns intermedis,BI,Prod.energètics i industrials,PEI,2995.2,3832.6
04/2016,4,2016,Béns intermedis,BI,Prod.energètics i industrials,PEI,3090,3796.4
03/2016,3,2016,Béns intermedis,BI,Prod.energètics i industrials,PEI,2952.8,3630
02/2016,2,2016,Béns intermedis,BI,Prod.energètics i industrials,PEI,2917.7,3576.9
01/2016,1,2016,Béns intermedis,BI,Prod.energètics i industrials,PEI,2617.7,3449.7
12/2015,12,2015,Béns intermedis,BI,Prod.energètics i industrials,PEI,2632.7,3215.3
11/2015,11,2015,Béns intermedis,BI,Prod.energètics i industrials,PEI,2860.4,3683.8
10/2015,10,2015,Béns intermedis,BI,Prod.energètics i industrials,PEI,3101.5,3710.9
09/2015,9,2015,Béns intermedis,BI,Prod.energètics i industrials,PEI,2979.2,3833.2
08/2015,8,2015,Béns intermedis,BI,Prod.energètics i industrials,PEI,2166.2,2785.1
07/2015,7,2015,Béns intermedis,BI,Prod.energètics i industrials,PEI,3284.2,4124
06/2015,6,2015,Béns intermedis,BI,Prod.energètics i industrials,PEI,3161.9,3958.8
05/2015,5,2015,Béns intermedis,BI,Prod.energètics i industrials,PEI,2963.6,3801.2
04/2015,4,2015,Béns intermedis,BI,Prod.energètics i industrials,PEI,2943.8,3652.1
03/2015,3,2015,Béns intermedis,BI,Prod.energètics i industrials,PEI,3192,3827.8
02/2015,2,2015,Béns intermedis,BI,Prod.energètics i industrials,PEI,2702.4,3710.2
01/2015,1,2015,Béns intermedis,BI,Prod.energètics i industrials,PEI,2643.9,3412.8
12/2014,12,2014,Béns intermedis,BI,Prod.energètics i industrials,PEI,2550.5,3215.1
11/2014,11,2014,Béns intermedis,BI,Prod.energètics i industrials,PEI,2778.9,3602
10/2014,10,2014,Béns intermedis,BI,Prod.energètics i industrials,PEI,3084,4149.1
09/2014,9,2014,Béns intermedis,BI,Prod.energètics i industrials,PEI,2813.8,3884.5
08/2014,8,2014,Béns intermedis,BI,Prod.energètics i industrials,PEI,2169.7,2854.8
07/2014,7,2014,Béns intermedis,BI,Prod.energètics i industrials,PEI,3146.3,4156.9
06/2014,6,2014,Béns intermedis,BI,Prod.energètics i industrials,PEI,2754.2,3687.7
05/2014,5,2014,Béns intermedis,BI,Prod.energètics i industrials,PEI,2890,3933.3
04/2014,4,2014,Béns intermedis,BI,Prod.energètics i industrials,PEI,2887.1,3664.2
03/2014,3,2014,Béns intermedis,BI,Prod.energètics i industrials,PEI,2890,3672.6
02/2014,2,2014,Béns intermedis,BI,Prod.energètics i industrials,PEI,2802.8,3764
01/2014,1,2014,Béns intermedis,BI,Prod.energètics i industrials,PEI,2789,3683.6
12/2013,12,2013,Béns intermedis,BI,Prod.energètics i industrials,PEI,2432.4,3157.6
11/2013,11,2013,Béns intermedis,BI,Prod.energètics i industrials,PEI,2743.8,3649
10/2013,10,2013,Béns intermedis,BI,Prod.energètics i industrials,PEI,3218.9,3797.8
09/2013,9,2013,Béns intermedis,BI,Prod.energètics i industrials,PEI,2752.2,3650.2
08/2013,8,2013,Béns intermedis,BI,Prod.energètics i industrials,PEI,2368.6,2794.7
07/2013,7,2013,Béns intermedis,BI,Prod.energètics i industrials,PEI,3100.8,3819.4
06/2013,6,2013,Béns intermedis,BI,Prod.energètics i industrials,PEI,2816.2,3429.7
05/2013,5,2013,Béns intermedis,BI,Prod.energètics i industrials,PEI,3034.8,3842.5
04/2013,4,2013,Béns intermedis,BI,Prod.energètics i industrials,PEI,2890.3,3534.6
03/2013,3,2013,Béns intermedis,BI,Prod.energètics i industrials,PEI,2737.6,3434
02/2013,2,2013,Béns intermedis,BI,Prod.energètics i industrials,PEI,2801.5,3371.4
01/2013,1,2013,Béns intermedis,BI,Prod.energètics i industrials,PEI,2786.2,3778.9
12/2012,12,2012,Béns intermedis,BI,Prod.energètics i industrials,PEI,2481.9,3044.2
11/2012,11,2012,Béns intermedis,BI,Prod.energètics i industrials,PEI,2868.3,3480.5
10/2012,10,2012,Béns intermedis,BI,Prod.energètics i industrials,PEI,3263.2,3858.2
09/2012,9,2012,Béns intermedis,BI,Prod.energètics i industrials,PEI,2877,3727.5
08/2012,8,2012,Béns intermedis,BI,Prod.energètics i industrials,PEI,2390,3214.8
07/2012,7,2012,Béns intermedis,BI,Prod.energètics i industrials,PEI,3061.9,3728.3
06/2012,6,2012,Béns intermedis,BI,Prod.energètics i industrials,PEI,2924.1,3821.8
05/2012,5,2012,Béns intermedis,BI,Prod.energètics i industrials,PEI,2987.8,4031
04/2012,4,2012,Béns intermedis,BI,Prod.energètics i industrials,PEI,2666.4,3675.7
03/2012,3,2012,Béns intermedis,BI,Prod.energètics i industrials,PEI,3122.8,4056.9
02/2012,2,2012,Béns intermedis,BI,Prod.energètics i industrials,PEI,2784.2,3854.6
01/2012,1,2012,Béns intermedis,BI,Prod.energètics i industrials,PEI,2734.1,3530.9
12/2011,12,2011,Béns intermedis,BI,Prod.energètics i industrials,PEI,2365.4,3204.8
11/2011,11,2011,Béns intermedis,BI,Prod.energètics i industrials,PEI,2804,3716.2
10/2011,10,2011,Béns intermedis,BI,Prod.energètics i industrials,PEI,2687.5,3397.7
09/2011,9,2011,Béns intermedis,BI,Prod.energètics i industrials,PEI,2846.5,3959.1
08/2011,8,2011,Béns intermedis,BI,Prod.energètics i industrials,PEI,2205.5,3181.7
07/2011,7,2011,Béns intermedis,BI,Prod.energètics i industrials,PEI,2951.3,3808.9
06/2011,6,2011,Béns intermedis,BI,Prod.energètics i industrials,PEI,2842.7,3807.1
05/2011,5,2011,Béns intermedis,BI,Prod.energètics i industrials,PEI,2966.3,4229.6
04/2011,4,2011,Béns intermedis,BI,Prod.energètics i industrials,PEI,2567.9,3682.7
03/2011,3,2011,Béns intermedis,BI,Prod.energètics i industrials,PEI,2902.9,4299.8
02/2011,2,2011,Béns intermedis,BI,Prod.energètics i industrials,PEI,2618.7,3487.9
01/2011,1,2011,Béns intermedis,BI,Prod.energètics i industrials,PEI,2483.7,3927.8
12/2010,12,2010,Béns intermedis,BI,Prod.energètics i industrials,PEI,2317.1,3494.3
11/2010,11,2010,Béns intermedis,BI,Prod.energètics i industrials,PEI,2699,3611
10/2010,10,2010,Béns intermedis,BI,Prod.energètics i industrials,PEI,2599.8,3508.1
09/2010,9,2010,Béns intermedis,BI,Prod.energètics i industrials,PEI,2607.5,3596.1
08/2010,8,2010,Béns intermedis,BI,Prod.energètics i industrials,PEI,1909.9,2926.9
07/2010,7,2010,Béns intermedis,BI,Prod.energètics i industrials,PEI,2675.7,3676.3
06/2010,6,2010,Béns intermedis,BI,Prod.energètics i industrials,PEI,2644.4,3896.6
05/2010,5,2010,Béns intermedis,BI,Prod.energètics i industrials,PEI,2392.3,3394.9
04/2010,4,2010,Béns intermedis,BI,Prod.energètics i industrials,PEI,2291.3,3444.8
03/2010,3,2010,Béns intermedis,BI,Prod.energètics i industrials,PEI,2577.5,3640.6
02/2010,2,2010,Béns intermedis,BI,Prod.energètics i industrials,PEI,2089.1,3304.6
01/2010,1,2010,Béns intermedis,BI,Prod.energètics i industrials,PEI,1961.5,2922.6
12/2009,12,2009,Béns intermedis,BI,Prod.energètics i industrials,PEI,1780.5,2700.9
11/2009,11,2009,Béns intermedis,BI,Prod.energètics i industrials,PEI,1996.9,3015
10/2009,10,2009,Béns intermedis,BI,Prod.energètics i industrials,PEI,2084.9,2953.7
09/2009,9,2009,Béns intermedis,BI,Prod.energètics i industrials,PEI,1981.2,2997.9
08/2009,8,2009,Béns intermedis,BI,Prod.energètics i industrials,PEI,1393.6,2015.6
07/2009,7,2009,Béns intermedis,BI,Prod.energètics i industrials,PEI,2123.5,3086.3
06/2009,6,2009,Béns intermedis,BI,Prod.energètics i industrials,PEI,1968,2946.7
05/2009,5,2009,Béns intermedis,BI,Prod.energètics i industrials,PEI,1807.6,2612.9
04/2009,4,2009,Béns intermedis,BI,Prod.energètics i industrials,PEI,1775.5,2509.2
03/2009,3,2009,Béns intermedis,BI,Prod.energètics i industrials,PEI,1889.3,2677.5
02/2009,2,2009,Béns intermedis,BI,Prod.energètics i industrials,PEI,1657.3,2608.8
01/2009,1,2009,Béns intermedis,BI,Prod.energètics i industrials,PEI,1655.3,2487.5
12/2008,12,2008,Béns intermedis,BI,Prod.energètics i industrials,PEI,1568.3,2680
11/2008,11,2008,Béns intermedis,BI,Prod.energètics i industrials,PEI,2061.8,3112.7
10/2008,10,2008,Béns intermedis,BI,Prod.energètics i industrials,PEI,2553.9,3935.9
09/2008,9,2008,Béns intermedis,BI,Prod.energètics i industrials,PEI,2273.8,3943.6
08/2008,8,2008,Béns intermedis,BI,Prod.energètics i industrials,PEI,1693.5,2941.2
07/2008,7,2008,Béns intermedis,BI,Prod.energètics i industrials,PEI,2660.9,4361.9
06/2008,6,2008,Béns intermedis,BI,Prod.energètics i industrials,PEI,2211.3,3947.7
05/2008,5,2008,Béns intermedis,BI,Prod.energètics i industrials,PEI,2307.7,4178.4
04/2008,4,2008,Béns intermedis,BI,Prod.energètics i industrials,PEI,2534.8,4326.6
03/2008,3,2008,Béns intermedis,BI,Prod.energètics i industrials,PEI,2162.1,4047.5
02/2008,2,2008,Béns intermedis,BI,Prod.energètics i industrials,PEI,2501.9,4066.3
01/2008,1,2008,Béns intermedis,BI,Prod.energètics i industrials,PEI,2262.8,4310.1
12/2007,12,2007,Béns intermedis,BI,Prod.energètics i industrials,PEI,1763.1,3677.5
11/2007,11,2007,Béns intermedis,BI,Prod.energètics i industrials,PEI,2324.2,4069.9
10/2007,10,2007,Béns intermedis,BI,Prod.energètics i industrials,PEI,2500.4,4413.8
09/2007,9,2007,Béns intermedis,BI,Prod.energètics i industrials,PEI,2163.1,3871.5
08/2007,8,2007,Béns intermedis,BI,Prod.energètics i industrials,PEI,1786.6,2921.5
07/2007,7,2007,Béns intermedis,BI,Prod.energètics i industrials,PEI,2322.1,4054.4
06/2007,6,2007,Béns intermedis,BI,Prod.energètics i industrials,PEI,2446.8,4348.1
05/2007,5,2007,Béns intermedis,BI,Prod.energètics i industrials,PEI,2357.5,4205.4
04/2007,4,2007,Béns intermedis,BI,Prod.energètics i industrials,PEI,2084.5,3617
03/2007,3,2007,Béns intermedis,BI,Prod.energètics i industrials,PEI,2584.7,4120.7
02/2007,2,2007,Béns intermedis,BI,Prod.energètics i industrials,PEI,2118.6,3890.2
01/2007,1,2007,Béns intermedis,BI,Prod.energètics i industrials,PEI,2194.2,3860.6
12/2006,12,2006,Béns intermedis,BI,Prod.energètics i industrials,PEI,1765,3320.6
11/2006,11,2006,Béns intermedis,BI,Prod.energètics i industrials,PEI,2188.6,3961.8
10/2006,10,2006,Béns intermedis,BI,Prod.energètics i industrials,PEI,2216.3,3943.1
09/2006,9,2006,Béns intermedis,BI,Prod.energètics i industrials,PEI,2085.8,3584.7
08/2006,8,2006,Béns intermedis,BI,Prod.energètics i industrials,PEI,1613.3,2730.2
07/2006,7,2006,Béns intermedis,BI,Prod.energètics i industrials,PEI,2087.3,3591.8
06/2006,6,2006,Béns intermedis,BI,Prod.energètics i industrials,PEI,2215.3,3977.3
05/2006,5,2006,Béns intermedis,BI,Prod.energètics i industrials,PEI,2159.4,4078.9
04/2006,4,2006,Béns intermedis,BI,Prod.energètics i industrials,PEI,1839.2,3315.4
03/2006,3,2006,Béns intermedis,BI,Prod.energètics i industrials,PEI,2178.9,4090.6
02/2006,2,2006,Béns intermedis,BI,Prod.energètics i industrials,PEI,1882.9,3636.9
01/2006,1,2006,Béns intermedis,BI,Prod.energètics i industrials,PEI,1878.6,3379.4
12/2005,12,2005,Béns intermedis,BI,Prod.energètics i industrials,PEI,1722.1,3239.6
11/2005,11,2005,Béns intermedis,BI,Prod.energètics i industrials,PEI,1972.8,3554.5
10/2005,10,2005,Béns intermedis,BI,Prod.energètics i industrials,PEI,1898.3,3373.8
09/2005,9,2005,Béns intermedis,BI,Prod.energètics i industrials,PEI,2029.7,3478.7
08/2005,8,2005,Béns intermedis,BI,Prod.energètics i industrials,PEI,1398,2499.9
07/2005,7,2005,Béns intermedis,BI,Prod.energètics i industrials,PEI,1946.3,3167
06/2005,6,2005,Béns intermedis,BI,Prod.energètics i industrials,PEI,1987,3368.7
05/2005,5,2005,Béns intermedis,BI,Prod.energètics i industrials,PEI,1954.9,3406.5
04/2005,4,2005,Béns intermedis,BI,Prod.energètics i industrials,PEI,2057.3,3414.2
03/2005,3,2005,Béns intermedis,BI,Prod.energètics i industrials,PEI,1945.6,3332
02/2005,2,2005,Béns intermedis,BI,Prod.energètics i industrials,PEI,1863.7,3133.5
01/2005,1,2005,Béns intermedis,BI,Prod.energètics i industrials,PEI,1730.8,2786
12/2004,12,2004,Béns intermedis,BI,Prod.energètics i industrials,PEI,1722.6,2830.2
11/2004,11,2004,Béns intermedis,BI,Prod.energètics i industrials,PEI,1911.9,3245
10/2004,10,2004,Béns intermedis,BI,Prod.energètics i industrials,PEI,1937.5,2871.4
09/2004,9,2004,Béns intermedis,BI,Prod.energètics i industrials,PEI,1895.6,3226.5
08/2004,8,2004,Béns intermedis,BI,Prod.energètics i industrials,PEI,1307.3,2070.8
07/2004,7,2004,Béns intermedis,BI,Prod.energètics i industrials,PEI,1952.1,3145.5
06/2004,6,2004,Béns intermedis,BI,Prod.energètics i industrials,PEI,1904,3151.6
05/2004,5,2004,Béns intermedis,BI,Prod.energètics i industrials,PEI,1852.6,2929.4
04/2004,4,2004,Béns intermedis,BI,Prod.energètics i industrials,PEI,1868.4,3000.6
03/2004,3,2004,Béns intermedis,BI,Prod.energètics i industrials,PEI,2028.3,3122.8
02/2004,2,2004,Béns intermedis,BI,Prod.energètics i industrials,PEI,1796.8,2705
01/2004,1,2004,Béns intermedis,BI,Prod.energètics i industrials,PEI,1699.6,2686.6
12/2003,12,2003,Béns intermedis,BI,Prod.energètics i industrials,PEI,1548.6,2432.6
11/2003,11,2003,Béns intermedis,BI,Prod.energètics i industrials,PEI,1735.7,2830.8
10/2003,10,2003,Béns intermedis,BI,Prod.energètics i industrials,PEI,2003.6,2885.2
09/2003,9,2003,Béns intermedis,BI,Prod.energètics i industrials,PEI,1767.7,2760.4
08/2003,8,2003,Béns intermedis,BI,Prod.energètics i industrials,PEI,1156.9,1679.2
07/2003,7,2003,Béns intermedis,BI,Prod.energètics i industrials,PEI,1871.9,2677.7
06/2003,6,2003,Béns intermedis,BI,Prod.energètics i industrials,PEI,1680.4,2720.2
05/2003,5,2003,Béns intermedis,BI,Prod.energètics i industrials,PEI,1804.3,2784.8
04/2003,4,2003,Béns intermedis,BI,Prod.energètics i industrials,PEI,1743.7,2741.6
03/2003,3,2003,Béns intermedis,BI,Prod.energètics i industrials,PEI,1846.7,3033.8
02/2003,2,2003,Béns intermedis,BI,Prod.energètics i industrials,PEI,1718.1,2714.8
01/2003,1,2003,Béns intermedis,BI,Prod.energètics i industrials,PEI,1740,2737.8
12/2002,12,2002,Béns intermedis,BI,Prod.energètics i industrials,PEI,1418.6,2459.7
11/2002,11,2002,Béns intermedis,BI,Prod.energètics i industrials,PEI,1735.8,2683.1
10/2002,10,2002,Béns intermedis,BI,Prod.energètics i industrials,PEI,1956.2,2934.3
09/2002,9,2002,Béns intermedis,BI,Prod.energètics i industrials,PEI,1701,2677.4
08/2002,8,2002,Béns intermedis,BI,Prod.energètics i industrials,PEI,1208.5,1769
07/2002,7,2002,Béns intermedis,BI,Prod.energètics i industrials,PEI,1876.1,2756.5
06/2002,6,2002,Béns intermedis,BI,Prod.energètics i industrials,PEI,1694.5,2657.4
05/2002,5,2002,Béns intermedis,BI,Prod.energètics i industrials,PEI,1834.8,2807.8
04/2002,4,2002,Béns intermedis,BI,Prod.energètics i industrials,PEI,1845.7,2758.8
03/2002,3,2002,Béns intermedis,BI,Prod.energètics i industrials,PEI,1701.5,2501.7
02/2002,2,2002,Béns intermedis,BI,Prod.energètics i industrials,PEI,1620.1,2503.7
01/2002,1,2002,Béns intermedis,BI,Prod.energètics i industrials,PEI,1630.4,2492.1
12/2001,12,2001,Béns intermedis,BI,Prod.energètics i industrials,PEI,1270.4,2076
11/2001,11,2001,Béns intermedis,BI,Prod.energètics i industrials,PEI,1717.6,2510.1
10/2001,10,2001,Béns intermedis,BI,Prod.energètics i industrials,PEI,1803,2689.6
09/2001,9,2001,Béns intermedis,BI,Prod.energètics i industrials,PEI,1689.5,2577
08/2001,8,2001,Béns intermedis,BI,Prod.energètics i industrials,PEI,1189.5,1823
07/2001,7,2001,Béns intermedis,BI,Prod.energètics i industrials,PEI,1733.4,2716.4
06/2001,6,2001,Béns intermedis,BI,Prod.energètics i industrials,PEI,1755,2821.3
05/2001,5,2001,Béns intermedis,BI,Prod.energètics i industrials,PEI,1861.6,2852.8
04/2001,4,2001,Béns intermedis,BI,Prod.energètics i industrials,PEI,1580.7,2471.4
03/2001,3,2001,Béns intermedis,BI,Prod.energètics i industrials,PEI,1810.2,2881.7
02/2001,2,2001,Béns intermedis,BI,Prod.energètics i industrials,PEI,1631.9,2553.4
01/2001,1,2001,Béns intermedis,BI,Prod.energètics i industrials,PEI,1658.2,2670
12/2000,12,2000,Béns intermedis,BI,Prod.energètics i industrials,PEI,1449.7,2410.3
11/2000,11,2000,Béns intermedis,BI,Prod.energètics i industrials,PEI,1773.4,2763.1
10/2000,10,2000,Béns intermedis,BI,Prod.energètics i industrials,PEI,1714.1,2808.7
09/2000,9,2000,Béns intermedis,BI,Prod.energètics i industrials,PEI,1594.6,2454.6
08/2000,8,2000,Béns intermedis,BI,Prod.energètics i industrials,PEI,1099.6,1931
07/2000,7,2000,Béns intermedis,BI,Prod.energètics i industrials,PEI,1571.1,2461.4
06/2000,6,2000,Béns intermedis,BI,Prod.energètics i industrials,PEI,1638.7,2730
05/2000,5,2000,Béns intermedis,BI,Prod.energètics i industrials,PEI,1685.8,2797.1
04/2000,4,2000,Béns intermedis,BI,Prod.energètics i industrials,PEI,1408.1,2170.7
03/2000,3,2000,Béns intermedis,BI,Prod.energètics i industrials,PEI,1700.1,2673.7
02/2000,2,2000,Béns intermedis,BI,Prod.energètics i industrials,PEI,1487.6,2430.3
01/2000,1,2000,Béns intermedis,BI,Prod.energètics i industrials,PEI,1335,2098.9
12/1999,12,1999,Béns intermedis,BI,Prod.energètics i industrials,PEI,1321.9,2152.6
11/1999,11,1999,Béns intermedis,BI,Prod.energètics i industrials,PEI,1506,2202.8
10/1999,10,1999,Béns intermedis,BI,Prod.energètics i industrials,PEI,1482.8,1978.5
09/1999,9,1999,Béns intermedis,BI,Prod.energètics i industrials,PEI,1430.5,2021.9
08/1999,8,1999,Béns intermedis,BI,Prod.energètics i industrials,PEI,876.4,1314.1
07/1999,7,1999,Béns intermedis,BI,Prod.energètics i industrials,PEI,1381.2,1975.4
06/1999,6,1999,Béns intermedis,BI,Prod.energètics i industrials,PEI,1373.5,2024.3
05/1999,5,1999,Béns intermedis,BI,Prod.energètics i industrials,PEI,1296.4,1882.3
04/1999,4,1999,Béns intermedis,BI,Prod.energètics i industrials,PEI,1227.6,1914.4
03/1999,3,1999,Béns intermedis,BI,Prod.energètics i industrials,PEI,1393.3,2054.2
02/1999,2,1999,Béns intermedis,BI,Prod.energètics i industrials,PEI,1204.4,1861.1
01/1999,1,1999,Béns intermedis,BI,Prod.energètics i industrials,PEI,1074,1648.3
12/1998,12,1998,Béns intermedis,BI,Prod.energètics i industrials,PEI,1081.2,1594.5
11/1998,11,1998,Béns intermedis,BI,Prod.energètics i industrials,PEI,1255,1770.7
10/1998,10,1998,Béns intermedis,BI,Prod.energètics i industrials,PEI,1369,1855.9
09/1998,9,1998,Béns intermedis,BI,Prod.energètics i industrials,PEI,1287.8,1845.4
08/1998,8,1998,Béns intermedis,BI,Prod.energètics i industrials,PEI,790,1167.1
07/1998,7,1998,Béns intermedis,BI,Prod.energètics i industrials,PEI,1414.4,1875.8
06/1998,6,1998,Béns intermedis,BI,Prod.energètics i industrials,PEI,1357.5,1965
05/1998,5,1998,Béns intermedis,BI,Prod.energètics i industrials,PEI,1327.4,1854.1
04/1998,4,1998,Béns intermedis,BI,Prod.energètics i industrials,PEI,1301.5,1790.1
03/1998,3,1998,Béns intermedis,BI,Prod.energètics i industrials,PEI,1392.9,1967.3
02/1998,2,1998,Béns intermedis,BI,Prod.energètics i industrials,PEI,1245.4,1732.2
01/1998,1,1998,Béns intermedis,BI,Prod.energètics i industrials,PEI,1203.2,1733.7
